Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2015-11-26,56.636,57.334,56.356,57.055,831247
2015-11-27,57.055,57.112,55.511,56.234,1319942
2015-11-30,56.234,56.546,54.838,55.765,3187116
2015-12-01,56.193,56.8,55.274,55.412,1420895
2015-12-02,55.782,55.841,54.133,54.633,1376813
2015-12-03,54.715,55.692,53.794,54.133,1346476
2015-12-04,53.607,54.453,51.513,54.421,2615218
2015-12-07,54.592,56.234,54.239,54.641,873703
2015-12-08,55.085,55.659,53.731,53.852,2270477
2015-12-09,54.125,54.469,52.186,52.186,1841645
2015-12-10,52.211,52.777,51.062,51.8,1349582
2015-12-11,52.129,53.114,51.325,51.957,2052646
2015-12-14,51.965,52.768,51.769,52.129,1326602
2015-12-15,52.392,52.745,52.047,52.334,1031590
2015-12-16,52.54,52.941,51.965,52.334,1252250
2015-12-17,52.507,54.592,52.358,54.173,1305113
2015-12-18,53.771,54.232,52.851,52.933,2751874
2015-12-21,52.95,54.421,52.786,54.183,911283
2015-12-22,54.305,56.029,53.852,55.388,1335814
2015-12-23,55.823,56.356,54.863,55.306,670172
2015-12-28,55.011,56.439,55.002,55.683,288085
2015-12-29,56.234,57.375,55.947,56.012,772178
2015-12-30,56.02,56.816,55.659,55.7,830555
2016-01-04,54.183,54.691,52.989,53.319,1214001
2016-01-05,53.689,54.247,52.622,53.098,1102927
2016-01-07,52.507,55.348,52.145,53.156,1881736
2016-01-08,53.377,53.573,51.489,51.883,1040636
2016-01-11,51.701,53.607,51.331,53.063,1690639
2016-01-12,53.402,54.633,52.917,53.591,1697814
2016-01-13,53.935,54.519,53.607,53.852,1271368
2016-01-14,53.36,53.689,52.113,52.984,1143532
2016-01-15,52.548,53.597,52.392,53.229,1069461
2016-01-18,53.197,53.533,52.154,52.154,795994
2016-01-19,52.728,54.066,52.663,53.689,1030654
2016-01-20,52.409,54.346,52.409,52.811,2072804
2016-01-21,53.197,54.223,52.762,53.722,1421467
2016-01-22,53.722,54.321,53.106,53.343,1709339
2016-01-25,53.731,54.173,52.442,54.066,1262180
2016-01-26,53.278,54.297,53.205,53.311,1397728
2016-01-27,53.04,53.402,51.72,52.49,1789423
2016-01-28,52.235,52.989,51.078,51.226,1798247
2016-01-29,51.603,52.121,49.379,51.103,2182551
2016-02-01,51.3,51.3,49.994,50.429,1362665
2016-02-02,50.676,50.849,49.453,49.559,1614290
2016-02-03,49.518,49.674,47.614,48.113,2224771
2016-02-04,48.024,48.673,47.738,48.6,1239052
2016-02-05,48.845,50.331,48.443,50.093,1222231
2016-02-08,50.077,50.561,49.281,49.871,1476948
2016-02-09,49.912,49.912,48.402,49.174,1309182
2016-02-10,49.256,49.395,47.778,47.802,1397172
2016-02-11,47.703,47.86,46.711,47.531,1058587
2016-02-12,47.516,47.86,46.637,47.318,943418
2016-02-15,47.941,48.09,46.647,47.531,1239185
2016-02-16,47.285,48.361,46.381,48.361,1378742
2016-02-17,48.418,51.627,48.369,51.627,1827293
2016-02-18,51.637,52.573,50.988,51.72,2194401
2016-02-19,51.504,52.737,51.481,52.4,1365712
2016-02-22,52.555,53.188,52.555,53.156,1095600
2016-02-23,52.203,52.507,51.087,51.907,1173464
2016-02-24,51.923,53.098,51.168,51.307,1898565
2016-02-25,51.72,52.038,50.774,51.777,1088023
2016-02-26,52.031,53.114,51.907,52.654,1694186
2016-02-29,52.129,52.499,51.504,52.474,1646135
2016-03-01,52.474,52.826,51.3,51.858,1331930
2016-03-02,52.129,52.211,50.454,50.792,1042970
2016-03-03,51.144,53.139,50.125,53.139,1968264
2016-03-04,52.984,53.114,52.047,52.851,906185
2016-03-07,52.54,54.264,52.53,54.059,2031473
2016-03-08,53.36,53.36,51.579,52.54,3124138
2016-03-09,52.481,52.639,51.513,51.809,1692371
2016-03-10,51.809,52.129,50.954,51.234,1970016
2016-03-11,51.472,52.909,51.431,52.54,1620618
2016-03-14,52.548,53.082,51.489,51.99,1303842
2016-03-15,51.907,52.375,51.76,52.113,924893
2016-03-16,52.186,52.639,51.883,52.639,986758
2016-03-17,51.809,54.469,51.809,53.91,1417338
2016-03-18,54.083,55.576,53.484,55.511,2931124
2016-03-21,55.249,55.897,54.722,55.823,1992074
2016-03-22,55.864,56.48,55.043,56.003,1725092
2016-03-23,55.841,56.282,55.011,55.675,1093415
2016-03-24,55.412,57.292,55.076,57.292,1450067
2016-03-29,57.055,58.663,56.833,58.401,2101555
2016-03-30,58.491,60.57,58.491,60.57,2172956
2016-03-31,57.466,60.668,56.645,60.668,2760202
2016-04-01,59.953,60.526,58.951,59.526,1301982
2016-04-04,59.271,60.494,58.983,60.462,836828
2016-04-05,60.175,60.42,59.133,59.32,1658426
2016-04-06,59.37,60.009,57.572,58.039,1007937
2016-04-07,58.466,58.656,56.899,57.466,1312806
2016-04-08,57.818,58.893,57.539,58.17,897660
2016-04-11,58.057,58.844,57.743,58.393,728203
2016-04-12,58.368,58.508,57.055,57.712,838033
2016-04-13,57.875,59.518,57.875,59.114,763761
2016-04-14,58.844,59.74,58.696,59.304,609900
2016-04-15,59.386,59.682,58.572,59.083,892891
2016-04-18,58.779,58.951,58.121,58.435,983225
2016-04-19,58.598,60.535,58.598,60.083,1166866
2016-04-20,60.009,60.618,59.797,60.322,1663157
2016-04-21,60.256,60.338,58.663,59,1564324
2016-04-22,59.107,59.189,56.997,57.474,1490203
2016-04-25,57.228,57.834,56.455,57.466,868825
2016-04-26,57.466,57.753,56.914,57.466,1399117
2016-04-27,57.144,57.916,56.02,56.267,1277807
2016-04-28,56.07,57.9,55.749,57.285,1335892
2016-04-29,57.589,57.589,56.423,56.439,1395320
2016-05-02,56.767,57.547,55.774,56.356,541501
2016-05-04,56.356,56.776,54.633,55.167,1263864
2016-05-05,55.167,55.412,53.631,54.879,866559
2016-05-06,54.829,55.207,53.508,54.649,1245194
2016-05-09,54.895,55.659,54.297,54.715,718652
2016-05-10,54.871,55.412,53.36,54.017,1060144
2016-05-11,54.017,56.184,53.689,55.462,1085878
2016-05-12,55.897,56.957,55.897,56.686,1053602
2016-05-13,56.686,56.89,56.34,56.439,884795
2016-05-16,56.423,57.694,56.423,56.759,795694
2016-05-17,56.848,57.423,55.823,55.864,673213
2016-05-18,55.864,56.234,55.354,55.57,880850
2016-05-19,55.496,56.267,54.435,54.559,943434
2016-05-20,54.509,56.512,53.96,56.512,996439
2016-05-23,56.48,56.652,55.486,56.012,547078
2016-05-24,56.209,56.989,55.602,56.808,829843
2016-05-25,56.972,58.285,56.726,57.466,1583374
2016-05-27,57.9,58.121,56.447,56.89,1051981
2016-05-30,56.89,57.055,56.48,56.645,347333
2016-05-31,56.784,57.753,56.784,56.791,2120146
2016-06-01,57.055,57.704,56.39,56.645,1379138
2016-06-02,56.645,56.89,56.02,56.398,968225
2016-06-03,56.562,57.325,56.053,57.006,1078484
2016-06-06,57.136,57.179,55.496,55.742,877145
2016-06-07,55.823,57.267,55.823,56.496,1084698
2016-06-08,56.489,57.662,56.078,56.914,1102647
2016-06-09,56.645,57.055,55.536,55.602,640527
2016-06-10,55.823,55.938,54.731,55.675,511512
2016-06-13,55.011,56.726,54.838,56.439,684624
2016-06-14,56.168,56.282,55.011,55.584,1066877
2016-06-15,55.65,55.65,54.887,55.438,815040
2016-06-16,54.756,56.234,54.691,55.675,1560342
2016-06-17,55.742,56.201,55.002,55.823,1777691
2016-06-20,56.439,57.457,56.037,56.439,863399
2016-06-21,56.078,56.661,55.724,56.661,693581
2016-06-22,56.645,57.301,56.356,57.26,820203
2016-06-23,57.375,59.557,57.063,59.557,1196650
2016-06-24,48.435,58.246,48.435,56.686,1121147
2016-06-27,56.356,57.63,55.88,56.899,907078
2016-06-28,57.687,57.712,56.652,57.423,1607220
2016-06-29,57.768,57.768,57.103,57.26,2052748
2016-06-30,56.808,57.399,56.489,56.686,1636678
2016-07-01,57.103,57.179,56.029,56.504,706664
2016-07-04,55.954,56.11,55.085,55.659,1005697
2016-07-05,55.816,55.816,54.895,55.117,818691
2016-07-06,55.117,55.24,53.976,54.469,1473289
2016-07-07,54.698,55.151,54.115,54.608,994763
2016-07-08,54.871,54.871,52.581,52.581,1551788
2016-07-11,53.197,53.533,52.17,53.008,2165774
2016-07-12,52.851,54.133,52.793,54.133,1149475
2016-07-13,54.345,54.954,53.015,53.451,1683574
2016-07-14,54.204,54.204,51.918,52.68,1919268
2016-07-15,53.104,53.688,52.552,53.442,1331174
2016-07-18,53.782,55.492,53.782,55.348,961856
2016-07-19,55.425,56.196,55.068,56.145,925446
2016-07-20,56.398,56.474,54.654,54.713,1606782
2016-07-21,55.027,55.027,53.416,54.882,965662
2016-07-22,54.882,54.941,53.874,54.009,539813
2016-07-25,54.204,55.212,54.197,55.119,675012
2016-07-26,55.001,56.272,54.806,55.635,1144072
2016-07-27,55.475,55.525,54.247,55.39,1322540
2016-07-28,54.966,55.39,53.518,53.518,1638778
2016-07-29,53.527,53.782,52.731,52.891,2131276
2016-08-01,53.188,53.738,51.936,53.197,1000775
2016-08-02,53.357,53.909,52.426,52.977,1421509
2016-08-03,53.221,53.357,52.146,52.782,650412
2016-08-04,52.977,54.509,52.866,54.458,1341866
2016-08-05,54.602,54.823,53.738,54.628,1714640
2016-08-08,54.678,55.221,54.231,55.195,893787
2016-08-09,54.993,56.152,54.89,55.678,1010257
2016-08-10,55.23,56.72,55.178,56.72,1094384
2016-08-11,56.322,57.118,56.05,56.846,1315268
2016-08-12,57,57.416,56.237,56.347,1035649
2016-08-16,56.322,56.449,54.856,55.052,1808257
2016-08-17,55.052,55.45,53.688,54.289,1301480
2016-08-18,54.417,55.043,54.129,55.027,904996
2016-08-19,55.052,55.644,54.839,55.475,691668
2016-08-22,55.052,56.406,55.052,56.152,1065773
2016-08-23,55.949,56.492,55.237,55.729,3066697
2016-08-24,55.23,55.475,54.67,55.475,779692
2016-08-25,55.432,55.442,54.713,55.263,910856
2016-08-26,55.128,55.289,54.476,54.966,652349
2016-08-29,55.034,55.212,54.476,55.128,528728
2016-08-30,55.052,55.864,55.027,55.771,824962
2016-08-31,55.729,55.789,54.67,55.052,1457415
2016-09-01,54.984,55.518,54.331,55.221,970068
2016-09-02,55.068,55.221,54.559,54.797,1064358
2016-09-05,54.797,55.263,54.551,54.755,591998
2016-09-06,54.755,55.475,54.264,54.509,1563855
2016-09-07,54.407,55.644,54.407,55.355,1150719
2016-09-08,55.466,55.644,54.382,54.806,806922
2016-09-09,54.628,54.755,54.085,54.204,465071
2016-09-12,53.782,53.79,52.511,53.307,838390
2016-09-13,53.527,53.603,52.519,53.104,1142553
2016-09-14,53.569,53.569,52.765,53.146,474272
2016-09-15,53.188,54.12,53.053,53.967,679678
2016-09-16,54.078,54.441,53.612,54.035,1627414
2016-09-19,54.357,55.254,54.357,55.204,891298
2016-09-20,55.052,55.814,54.789,55.814,550643
2016-09-21,55.687,56.355,55.687,56.355,865323
2016-09-22,56.246,57.718,56.246,57.083,1653926
2016-09-23,56.957,56.957,55.178,55.738,1052070
2016-09-26,55.195,55.221,54.391,54.746,627520
2016-09-27,55.001,55.009,54.365,55.009,547686
2016-09-28,55.052,55.195,54.323,54.713,671314
2016-09-29,55.263,55.762,54.628,55.204,671253
2016-09-30,54.628,55.602,54.357,55.06,1777412
2016-10-03,55.365,55.771,54.755,54.882,833363
2016-10-04,55.305,56.338,55.027,55.899,1630623
2016-10-05,55.983,57.168,55.89,56.745,763348
2016-10-06,57,57.168,56.543,56.957,807475
2016-10-07,57.075,57.134,56.737,56.872,1095583
2016-10-10,56.872,59.363,56.872,58.931,2777660
2016-10-11,59.116,59.71,58.812,58.931,1651324
2016-10-12,58.574,59.541,58.372,59.091,817629
2016-10-13,58.567,58.803,58.312,58.431,2260731
2016-10-14,58.559,58.567,58.413,58.44,683522
2016-10-17,58.44,58.88,57.339,57.38,964006
2016-10-18,57.635,58.507,57.38,57.398,813294
2016-10-19,57.44,58.862,57.44,58.27,1124097
2016-10-20,59.278,59.583,59.04,59.413,1327592
2016-10-21,59.455,59.837,59.066,59.329,844296
2016-10-24,59.286,60.132,59.253,59.896,571531
2016-10-25,59.717,61.386,59.717,61.014,1327560
2016-10-26,60.981,62.715,60.786,62.504,2645193
2016-10-27,62.632,64.232,62.59,63.436,2227636
2016-10-28,63.445,64.369,62.944,64.046,1696127
2016-10-31,64.03,66.23,64.03,65.893,3793812
2016-11-02,65.808,65.808,63.57,63.859,2781360
2016-11-03,63.69,64.546,63.317,64.325,1550862
2016-11-04,63.903,64.2,61.946,61.946,965349
2016-11-07,62.792,63.31,61.827,62.149,1360398
2016-11-08,62.59,63.037,62.106,62.75,1229823
2016-11-09,62.167,62.427,61.166,62.047,1305024
2016-11-10,62.691,66.299,62.691,62.996,2125848
2016-11-14,61.827,63.97,61.742,61.768,1693628
2016-11-15,62.233,63.097,62.208,62.555,1267009
2016-11-16,63.056,64.47,62.996,63.377,1330643
2016-11-17,63.445,63.683,60.819,61.26,830948
2016-11-18,60.768,62.615,60.259,60.421,1102358
2016-11-21,60.853,63.817,60.556,63.817,1500057
2016-11-22,64.369,64.842,64.131,64.622,1701155
2016-11-23,64.376,66.392,64.376,66.358,1363237
2016-11-24,66.316,66.823,64.96,65.621,544440
2016-11-25,65.765,65.765,64.122,65.375,657786
2016-11-28,65.097,65.469,64.52,64.918,665117
2016-11-29,65.215,65.215,64.562,64.562,680887
2016-11-30,64.589,66.215,64.554,64.75,2036814
2016-12-01,65.639,65.639,64.113,65.046,1289606
2016-12-02,65.307,65.461,64.062,64.131,1045587
2016-12-05,64.622,68.179,64.622,68.095,1475339
2016-12-06,68.103,68.781,67.358,68.179,1417343
2016-12-07,68.136,69.619,66.655,68.864,1682995
2016-12-08,68.187,70.237,67.511,69.458,1783415
2016-12-09,69.027,69.976,68.476,68.951,1325977
2016-12-12,69.703,69.762,67.612,67.883,930746
2016-12-13,68.204,70.001,68.162,69.95,1266359
2016-12-14,69.441,72.135,68.772,72.135,1660523
2016-12-15,71.99,71.99,70.297,70.636,1407570
2016-12-16,70.839,72.609,70.212,72.058,2579626
2016-12-19,72.836,74.226,71.99,73.829,1755229
2016-12-20,73.836,73.855,71.794,71.794,1168995
2016-12-21,71.99,73.142,71.779,71.99,1153369
2016-12-22,71.99,73.676,71.907,73.219,1242968
2016-12-23,73.219,73.616,71.601,72.906,777469
2016-12-27,72.836,73.421,72.744,73.209,280932
2016-12-28,72.872,73.261,71.99,72.16,545677
2016-12-29,72.617,73.15,71.574,71.821,815683
2016-12-30,71.99,72.414,71.847,72.244,1056280
2017-01-02,72.076,72.744,71.788,72.49,192108
2017-01-03,72.836,73.269,71.441,71.779,1423611
2017-01-04,72.16,73.261,70.585,73.261,1372493
2017-01-05,72.931,75.963,72.778,75.666,1802931
2017-01-09,75.633,75.633,74.312,75.04,1130740
2017-01-10,74.785,75.802,74.438,74.785,1076769
2017-01-11,74.785,74.896,72.066,72.38,1519577
2017-01-12,72.712,74.371,72.287,73.168,1414776
2017-01-13,73.16,73.973,72.422,73.261,776693
2017-01-16,73.006,73.659,71.931,72.024,994889
2017-01-17,72.329,73.133,71.948,72.584,815349
2017-01-18,72.584,72.947,72.27,72.625,1212889
2017-01-19,72.625,73.261,72.422,73.261,912728
2017-01-20,73.261,73.287,68.603,69.874,3978542
2017-01-23,69.882,70.72,69.288,69.703,1794886
2017-01-24,70.042,70.297,69.322,69.713,2211515
2017-01-25,69.661,69.966,68.348,69.797,1888370
2017-01-26,70.297,70.297,68.931,69.027,1756094
2017-01-27,69.033,70.559,68.772,70.559,893966
2017-01-30,70.592,70.636,68.864,68.864,674824
2017-01-31,69.196,69.687,68.755,68.755,614042
2017-02-01,69.441,69.762,68.839,69.28,926043
2017-02-02,69.449,69.695,69.128,69.196,1377914
2017-02-03,69.322,70.55,69.052,70.542,1541259
2017-02-06,70.72,71.693,70.517,71.693,1239402
2017-02-07,71.567,71.779,70.754,71.304,836561
2017-02-08,71.16,71.321,70.728,70.974,804949
2017-02-09,71.432,75.378,70.846,73.6,2051922
2017-02-10,74.929,74.929,72.329,72.37,1271570
2017-02-13,72.836,73.583,72.414,73.583,480429
2017-02-14,73.6,74.684,72.854,74.015,986091
2017-02-15,74.446,75.716,73.998,75.716,1423612
2017-02-16,75.692,81.891,75.09,79.19,3521385
2017-02-17,79.637,81.01,78.011,78.343,2133622
2017-02-20,78.343,79.19,78.098,78.596,432278
2017-02-21,78.724,81.612,78.698,81.612,897051
2017-02-22,81.696,81.731,78.478,79.613,1530953
2017-02-23,79.85,81.645,79.604,81.645,1019635
2017-02-24,81.349,81.604,79.884,80.036,1435495
2017-02-27,79.951,80.951,79.359,79.909,822079
2017-02-28,80.266,80.587,79.502,79.782,1097783
2017-03-01,80.078,83.127,79.976,81.222,1396260
2017-03-02,81.722,82.933,80.612,80.799,1363607
2017-03-03,80.655,83.001,80.256,81.459,1339889
2017-03-06,81.731,83.001,81.324,82.687,837041
2017-03-07,82.619,83.5,81.79,83.162,1759852
2017-03-08,82.492,84.609,82.492,83.932,905591
2017-03-09,83.915,83.932,82.238,83.552,1285432
2017-03-10,83.552,84.567,82.695,84.271,1303288
2017-03-13,84.576,86.262,84.263,85.414,1099289
2017-03-14,85.541,87.911,84.779,87.407,928700
2017-03-15,87.407,89.181,86.049,87.66,822324
2017-03-16,87.911,89.695,87.825,89.059,918998
2017-03-17,88.929,91.769,88.721,91.598,3047283
2017-03-20,90.876,91.129,89.695,90.669,955611
2017-03-21,90.199,91.002,88.46,88.929,1177199
2017-03-22,86.389,87.66,85.881,86.093,1446451
2017-03-23,86.049,89.477,85.965,89.477,1019615
2017-03-24,89.355,89.434,87.789,89.434,770624
2017-03-27,88.164,88.251,85.246,86.303,955908
2017-03-28,86.729,87.868,86.135,87.868,464293
2017-03-29,88.338,88.973,87.189,87.868,759245
2017-03-30,88.547,88.547,87.276,88.294,950524
2017-03-31,87.868,88.589,84.695,84.695,1108600
2017-04-03,86.858,90.199,86.814,90.109,850245
2017-04-04,89.947,92.058,89.695,90.967,1052730
2017-04-05,89.821,91.634,89.017,89.017,1182779
2017-04-06,88.129,88.547,87.233,88.251,949085
2017-04-07,88.338,88.885,87.024,87.998,800148
2017-04-10,87.703,89.477,87.068,88.085,667285
2017-04-11,88.504,90.542,88.504,90.154,985838
2017-04-12,90.154,91.598,89.992,91.084,1504767
2017-04-13,91.471,93.716,90.967,93.248,1284415
2017-04-18,93.586,95.153,93.548,94.438,1519550
2017-04-19,94.858,95.153,94.306,94.438,1126378
2017-04-20,94.007,95.582,94.007,94.858,911155
2017-04-21,94.944,96.21,94.944,95.782,1095164
2017-04-24,95.877,100.11,95.877,99.93,1189082
2017-04-25,100.2,101.63,99.61,101.63,1347373
2017-04-26,101.63,104.05,100.44,102.95,1836826
2017-04-27,102.22,102.4,98.075,98.151,1501868
2017-04-28,99.103,99.427,97.78,98.246,897563
2017-05-02,97.78,100.4,97.78,98.798,1260202
2017-05-04,98.798,101.98,98.703,99.73,1249011
2017-05-05,98.246,100.61,97.904,100.35,937576
2017-05-08,101,102.52,99.61,101.81,740399
2017-05-09,102.48,102.52,99.52,100.28,1078493
2017-05-10,99.77,100.35,99.103,99.89,1046120
2017-05-11,99.82,100.75,95.667,96.134,1590938
2017-05-12,97.104,97.523,95.782,96.552,679071
2017-05-15,97.999,98.075,96.305,98.075,625724
2017-05-16,97.828,97.828,92.058,93.923,2161169
2017-05-17,92.572,93.501,90.109,90.154,1475466
2017-05-18,89.774,92.915,89.181,92.915,1590117
2017-05-19,93.164,94.007,90.325,93.211,1316049
2017-05-22,94.007,94.982,91.598,93.923,1099896
2017-05-23,93.416,93.464,89.821,89.821,1322208
2017-05-24,89.774,90.542,88.547,89.695,1441736
2017-05-25,90.073,92.528,89.992,91.896,1204164
2017-05-26,91.896,91.896,89.017,89.017,1079143
2017-05-29,89.355,90.407,89.181,89.695,392441
2017-05-30,89.695,91.769,88.381,91.382,880417
2017-05-31,91.471,92.572,89.902,89.902,4176433
2017-06-01,89.774,90.497,88.164,88.589,898974
2017-06-02,89.355,90.623,88.633,89.564,754113
2017-06-05,89.564,89.695,87.407,88.547,506301
2017-06-06,88.547,92.312,87.998,91.471,1000799
2017-06-07,92.238,94.56,91.977,92.781,1665576
2017-06-08,93.586,95.534,92.058,94.475,1443012
2017-06-09,94.475,95.915,93.801,94.222,739418
2017-06-12,94.512,95.41,93.333,94.007,1044429
2017-06-13,94.053,94.69,92.238,93.885,890097
2017-06-14,93.848,96.134,93.754,96.096,1202073
2017-06-16,94.896,97.019,94.007,96.762,2285085
2017-06-19,97.39,99.73,96.638,98.618,727269
2017-06-20,99.77,100.57,99.217,100.28,1410810
2017-06-21,99.055,102.22,97.618,102.18,1265823
2017-06-22,100.8,101.59,98.703,99.85,1202649
2017-06-23,99.427,101.04,99.265,99.73,1617334
2017-06-26,100.84,101.51,99.103,99.103,610029
2017-06-27,98.246,99.055,95.191,96.134,1236514
2017-06-28,96.134,96.381,94.56,94.69,533643
2017-06-29,95.486,97.39,95.23,97.39,969314
2017-06-30,96.895,97.371,94.773,94.773,889547
2017-07-03,95.372,95.372,93.333,94.306,396223
2017-07-04,94.007,94.391,92.781,93.464,575186
2017-07-05,94.007,95.915,93.801,95.915,627937
2017-07-06,96.21,96.21,92.825,94.007,816356
2017-07-07,94.007,95.03,93.333,93.716,575924
2017-07-10,94.512,95.534,93.67,94.438,551233
2017-07-11,94.858,95.667,93.379,93.379,596881
2017-07-12,93.164,96.505,93.164,95.629,763004
2017-07-13,96.657,97.323,95.439,97.323,709284
2017-07-14,97.009,98.494,95.791,98.323,579638
2017-07-17,98.751,99.322,96.847,97.799,677457
2017-07-18,98.323,99.017,96.629,97.399,663466
2017-07-19,97.704,98.104,95.877,96.581,927101
2017-07-20,96.314,97.371,95.144,95.629,1038528
2017-07-21,95.268,95.877,92.401,92.528,1214196
2017-07-24,93.267,93.267,90.921,92.139,1275170
2017-07-25,92.356,92.88,91.011,92.274,1334988
2017-07-26,92.23,95.058,91.445,94.138,666979
2017-07-27,94.662,94.706,91.49,91.751,521297
2017-07-28,91.445,92.834,91.445,92.708,413059
2017-07-31,92.663,94.744,92.23,92.528,1068718
2017-08-01,92.969,93.492,92.049,93.492,629087
2017-08-02,93.885,94.101,92.356,92.708,388618
2017-08-03,93.14,93.492,92.049,92.753,637398
2017-08-04,93.051,93.707,92.094,92.356,348001
2017-08-07,92.401,93.096,91.49,91.788,453211
2017-08-08,91.833,93.969,91.662,93.969,687914
2017-08-09,93.969,94.053,92.617,93.791,579571
2017-08-10,93.398,93.791,92.663,93.096,617309
2017-08-11,92.617,93.096,92.23,92.446,545179
2017-08-14,92.834,93.445,91.662,92.788,339141
2017-08-16,92.834,95.22,92.708,93.745,747773
2017-08-17,93.623,94.447,91.878,91.878,584382
2017-08-18,91.662,94.447,91.662,94.269,480404
2017-08-21,93.969,95.011,93.36,93.969,703376
2017-08-22,93.623,94.4,93.096,93.707,587388
2017-08-23,93.745,94.925,93.398,94.662,652511
2017-08-24,94.963,99.62,94.963,99.227,2564182
2017-08-25,100.06,101.71,100.02,100.28,964552
2017-08-28,100.1,105.15,100.1,104.28,1089026
2017-08-29,103.76,105.15,100.54,102.59,1265392
2017-08-30,102.98,104.4,102.45,103.27,740997
2017-08-31,103.1,104.06,102.09,102.59,644136
2017-09-01,102.19,103.93,102.02,103.36,587352
2017-09-04,102.54,102.54,101.36,101.98,398625
2017-09-05,101.98,104.19,101.8,101.8,437964
2017-09-06,101.8,103.2,101.8,103.2,1085821
2017-09-07,103.1,104.37,102.06,103.36,770213
2017-09-08,103.23,104.19,102.76,103.98,577224
2017-09-11,104.4,110.03,104.06,109.62,1146698
2017-09-12,109.62,109.89,108.72,109.84,979315
2017-09-13,110.07,112.15,108.33,108.45,988316
2017-09-14,109.02,110.03,108.76,109.62,501857
2017-09-15,109.62,111.06,108.93,109.98,1841545
2017-09-18,110.29,110.89,109.67,110.55,463656
2017-09-19,108.97,110.41,108.89,108.93,582369
2017-09-20,109.24,110.31,109.02,109.81,459134
2017-09-21,109.84,110.24,104.62,104.71,994658
2017-09-22,103.98,105.37,102.27,104.67,1274616
2017-09-25,104.67,106.33,103.54,104.54,384178
2017-09-26,104.54,107.93,104.28,106.23,1007256
2017-09-27,106.8,107.19,105.45,106.71,543808
2017-09-28,106.75,107.28,104.89,105.71,705221
2017-09-29,105.71,107.11,104.67,105.89,562841
2017-10-02,106.23,109.46,106.23,109.06,569201
2017-10-03,109.29,111.68,109.1,109.46,645686
2017-10-04,109.62,110.84,108.02,108.5,389074
2017-10-05,108.5,111.03,107.76,110.5,433136
2017-10-06,110.31,114.64,110.29,114.42,1172118
2017-10-09,114.84,115.11,112.67,113.98,740483
2017-10-10,114.84,115.63,113.8,115.63,782956
2017-10-11,115.89,116.85,115.03,116.59,1185718
2017-10-12,116.99,116.99,113.25,113.8,712335
2017-10-13,113.72,114.84,113.46,114.84,477435
2017-10-16,114.94,115.2,112.1,113.98,679007
2017-10-17,114.24,114.68,113.06,113.54,907387
2017-10-18,113.98,115.03,113.02,113.1,1203981
2017-10-19,108.67,109.06,105.1,105.1,1585370
2017-10-20,106.5,107.07,103.98,105.89,892349
2017-10-23,106.33,108.5,106.18,107.63,847109
2017-10-24,107.63,107.76,105.93,107.28,873870
2017-10-25,107.4,109.54,107.28,108.85,800353
2017-10-26,109.1,110.55,109.06,110.41,597484
2017-10-27,110.93,113.63,110.76,112.8,644283
2017-10-30,112.94,115.06,112.85,114.15,497396
2017-10-31,113.72,113.94,111.5,111.98,759589
2017-11-02,111.8,114.24,111.8,112.32,927929
2017-11-03,112.42,112.99,110.76,111.98,539434
2017-11-06,112.5,113.02,109.02,109.62,710781
2017-11-07,109.62,111.29,107.63,107.93,1219368
2017-11-08,108.54,108.76,106.07,107.24,735179
2017-11-09,107.45,109.89,106.67,106.67,823127
2017-11-10,106.97,109.1,106.63,107.72,625968
2017-11-13,107.88,108.67,106.23,107.63,621043
2017-11-14,108.58,110.58,108.5,110.58,640086
2017-11-15,109.62,109.81,105.01,106.15,593662
2017-11-16,106.75,107.32,100.81,100.88,1403100
2017-11-17,100.84,104.89,100.71,104.89,548183
2017-11-20,104.37,106.1,103.23,105.62,628701
2017-11-21,106.02,106.45,104.71,104.94,485433
2017-11-22,105.23,105.62,102.93,104.45,634603
2017-11-23,103.54,106.8,103.54,106.58,358255
2017-11-24,106.18,107.32,103.4,103.67,384904
2017-11-27,103.98,107.76,103.54,106.58,646095
2017-11-28,106.8,107.28,103.15,105.8,587655
2017-11-29,106.15,107.02,100.28,100.92,645143
2017-11-30,101.28,101.28,96.143,96.4,1729652
2017-12-01,97.447,97.97,92.834,92.834,1339433
2017-12-04,93.398,96.847,91.309,93.885,899623
2017-12-05,93.969,97.228,93.096,96.486,628686
2017-12-06,96.486,99.141,94.484,99.141,1253616
2017-12-07,98.875,99.322,95.705,97.181,1047948
2017-12-08,98.018,98.618,96.058,96.629,407877
2017-12-11,96.886,97.142,89.095,89.095,1165025
2017-12-12,88.311,91.354,87.224,91.309,1497324
2017-12-13,91.354,93.314,90.271,91.535,726101
2017-12-14,91.309,92.924,90.921,92.446,655027
2017-12-15,91.4,93.707,90.615,92.401,1692275
2017-12-18,92.788,94.4,92.185,94.316,591675
2017-12-19,94.4,96.01,94.101,94.887,538696
2017-12-20,95.268,95.705,92.969,93.707,399709
2017-12-21,94.185,96.581,94.138,96.438,510955
2017-12-22,96.438,97.371,96.143,96.705,225119
2017-12-27,97.009,98.875,96.657,98.323,326285
2017-12-28,97.885,98.323,95.182,95.182,474806
2017-12-29,95.363,95.962,92.23,92.23,593125
2018-01-03,92.924,94.484,90.705,91.788,1044355
2018-01-04,93.006,94.447,92.139,93.096,1083900
